Eccentricity,Semimajor Axis (m),Inclination (deg),RAAN (deg),Argument of Periapsis (deg),Mean Anomaly (deg),True Anomaly (deg),Latitude (deg),Longitude (deg),Altitude (m),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
0.0001212865431423,42166228.01461815,0.1110908072745463,95.3034880064142,134.71771985011736,169.818044735893,169.82050125826163,0.0054342166657646,59.989806425097015,35793124.68843876,32379761.164381463,27017806.030370586,-67354.44667107616,-1969.5017496843889,2360.480458195567,3.37929118364272
0.0001432561554741,42165357.06098495,0.1112454150570588,95.23627293980525,131.2146066921265,-156.52997594696225,203.46348716056377,-0.0031644180187262,59.98032852026499,35792760.910389215,14482473.357391562,39606077.43291748,-35019.89678519084,-2887.295401348436,1055.5948651760486,5.395533866563003
0.0001698141552944,42164637.4700414,0.1114376033558658,95.217534445187,129.3454969466386,-124.55847438100044,235.4255019125,-0.0108065970095085,59.97235983784832,35790562.87039553,-7314200.056681428,41529527.80483618,6821.560653754556,-3027.667002343769,-533.6716443257274,5.958668682579304
0.0001937886074863,42164658.90700742,0.111556460543643,95.23692782171732,126.674978177827,-91.82280711516214,268.154997754758,-0.0154543656465635,59.96859619149263,35786783.399595395,-27140741.102587186,32268537.091524348,46888.6832590152,-2352.600530211253,-1979.5338794216432,4.913254387643848
0.0002182188965224,42165455.611121535,0.1115497871780462,95.2266620573069,123.01222777257678,-58.06628456699906,301.9124907276751,-0.0159105351559761,59.97093964745771,35782453.144047834,-39655883.36963481,14315053.192287255,74346.69876161363,-1043.5247834266604,-2892.48645159008,2.536205043658101
0.0002395743152765,42166355.17948996,0.1115217468678001,95.1195915089226,120.9767635093339,-25.842540437667477,334.14548950427974,-0.0121386849476788,59.97926999381991,35779126.90904841,-41485451.52446249,-7495700.937929295,81728.06765538863,547.1045389649701,-3026.1854198932688,-0.5350343307602681
0.0002412074624862,42166423.81348979,0.1116541045552801,94.9427758745217,121.08181394468146,4.309022187775033,4.311099589953876,-0.0052484030031481,59.99098028298155,35778144.72124485,-32134205.634128533,-27286268.192571383,66969.63847371087,1990.498661469217,-2344.2441978099346,-3.470919060436517
0.0002190926573924,42165542.19651406,0.1119687840833478,94.8089364459808,120.95674900022117,34.64888233455531,34.663159558110614,0.0028486014471525,60.00200056236053,35779806.06324059,-14121919.039706953,-39722316.26446341,34007.95348444348,2897.366645007469,-1030.4715060797546,-5.4733573832362925
0.0001905500516773,42164694.52265668,0.1122794179020795,94.7796275235494,120.24312656361882,65.47525562911785,65.49512307388238,0.0099846036277413,60.008897627492175,35783223.78699696,7696224.007146233,-41452966.25270171,-8260.805701409405,3023.3112766010945,560.771790094212,-5.995588893985239
0.0001656102505544,42164745.06789572,0.112423618666874,94.80329245147033,122.10341175443916,93.6757888460616,93.694727090553,0.0143075627007532,60.01031759016405,35787056.89983444,27440773.491709188,-32014140.38629128,-48394.23549054341,2334.736302858977,2000.5466509801213,-4.893742683512172
0.0001424174615364,42165503.93548933,0.112417187272503,94.79355425727664,126.63277994122704,119.23944140850254,119.2536806337416,0.0147435398542123,60.00676761069511,35790300.84381797,39793674.09772959,-13951163.001453038,-75516.74922247844,1017.5027757354017,2901.138080834628,-2.465082759943237
0.0001251868718358,42166163.53204383,0.1123971748133365,94.71190572931532,129.0810801220272,146.95418137589215,146.9620030108251,0.0112586262306118,59.9996078789372,35792451.47734519,41429745.95179194,7869429.145716162,-82266.31556225827,-573.480475542444,3020.301909169156,0.6344889687606718
