Eccentricity,Semimajor Axis (m),Inclination (deg),RAAN (deg),Argument of Periapsis (deg),Mean Anomaly (deg),True Anomaly (deg),Latitude (deg),Longitude (deg),Altitude (m),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
0.0003107838003629,42166706.18203801,0.1261926191941547,98.84031290010434,73.82515370003019,42.178265702471904,42.20218469798512,0.0100004771154206,-124.9842631673934,35778859.63733683,-34588661.48908877,-24100412.87394633,83433.35182710034,1757.552082587775,-2523.553503890844,-2.9708171192685424
0.0002936727218063,42165724.34055459,0.1264040930750094,98.72988596624936,70.6665943088825,75.5278829968162,75.56047058742207,0.0159432616774504,-124.9770976357238,35784496.150241725,-17847348.118691765,-38198915.23783464,51708.85383354974,2785.3877640868286,-1302.3653551038262,-5.63776084406065
0.0002739700647922,42164798.88626738,0.1266432825778579,98.69094713509392,66.00870317448661,110.30807707602924,110.33751674110664,0.0174365880051298,-124.97901459648956,35790673.96220633,3702510.039001221,-42005951.98217648,5939.855832927075,3062.533184879571,269.14549315003904,-6.781424235571606
0.0002516249341676,42164868.10837981,0.1267697045665425,98.69968453107182,62.79863460985049,143.5938936739017,143.61100251160536,0.0141354300398492,-124.98899354310252,35795271.08633808,24255499.04258795,-34500223.088878006,-41503.25263236478,2514.971703609636,1767.6056646378065,-6.092033028058
0.000225831449007,42165721.738008864,0.1267690679188243,98.69607666487798,60.19621907496344,176.2830466546004,176.28472381476425,0.0069999998853791,-125.0034304498548,35797087.06295496,38278535.02419165,-17705852.95542303,-77796.24845948389,1290.5140680123875,2789.8900269201185,-3.755768488026447
0.0002102816837672,42166462.26753421,0.1267347327520247,98.6432649722691,57.18314990486572,-150.5700578168621,209.41810485874828,-0.0019842120696567,-125.01806593037944,35796048.3506714,41997528.684194505,3854973.748660194,-93122.54307193252,-281.30108150794587,3061.1155036586338,-0.4024051968059989
0.0002127645149106,42166462.56291931,0.1267802296664849,98.55090913773356,56.60532860114221,-119.8197652477276,240.1590847263877,-0.0103476678015578,-125.02939844858298,35792788.300858766,34410668.07796897,24377980.26012609,-83315.88494539571,-1777.609989178152,2508.209174884993,3.064438960905316
0.0002252620235718,42165798.72262696,0.1269558047199762,98.4632852936274,60.065688847206445,-93.11148524059418,266.8627400811944,-0.0158024373486119,-125.0351406746327,35788179.41838637,17558515.93066329,38336590.3420113,-50984.5085868274,-2795.6001834580798,1279.657914087016,5.709724810259269
0.0002394683358838,42165037.61376885,0.1272048863875454,98.42614735479256,65.23260652788672,-68.15845640308883,291.81606953060333,-0.0168636215239429,-125.03416467711666,35783146.13041974,-4022543.8305004593,41968951.77333244,-4819.4425003005,-3060.8024268272857,-294.0506656817448,6.817743685128332
0.0002554569741941,42164776.366005495,0.1273938364534436,98.44210819537103,69.54283911274254,-42.40056826849769,317.5796878645121,-0.0132599965001852,-125.02648662055884,35778686.57686284,-24519246.342606436,34292892.94767697,42732.472171779504,-2501.2516304865994,-1789.041271315715,6.0851236613469855
0.000276426569874,42165256.15949616,0.1274272579886569,98.45050395389325,72.59840307598049,-15.380700765140505,344.6108949261605,-0.0060189519920427,-125.01345479035623,35775881.23691191,-38407043.761103526,17373946.92056719,78812.63889947973,-1267.3443816126778,-2802.169867635011,3.703848449889635
0.000297615434997,42166123.754198514,0.127381062334987,98.36992969778984,75.2376068768682,12.142733499120988,12.149909855161749,0.0028082300501202,-124.99794588029128,35775718.40029372,-41941106.85002237,-4228748.826596009,93619.76886280312,308.3331498039789,-3059.9884966797126,0.3120838529374016
0.0003052309730608,42166548.02672341,0.1274755814065242,98.19479330103668,76.85818980103436,40.77752766352347,40.80037850091495,0.0107226424994425,-124.98416559253504,35778666.473605536,-34168785.03623641,-24691765.968899988,83075.4702735946,1800.7326282414251,-2492.934726251937,-3.174904522639851
0.0002951213882175,42166030.588068336,0.1278172023784157,98.0296405360639,75.45141637030301,72.42980187505053,72.46204618086982,0.0155041522349411,-124.97655782810402,35784140.37773983,-17187128.537900347,-38500100.64754852,49962.94738256285,2807.4272440820496,-1254.2404109992883,-5.810664160582618
0.0002796371075417,42165143.6053426,0.1282314143204308,97.9700366137751,71.28152423170064,106.74168944560154,106.77237216046572,0.0158581053298377,-124.97786117265134,35790406.09705576,4425333.893979095,-41935694.06180877,3204.9396033474613,3057.4791125585616,321.8172713001585,-6.8766035136129
0.0002634592396804,42164853.56977892,0.1284784843321235,97.99142128078132,67.2130663597131,140.87278022393085,140.8918267179842,0.0117618734825547,-124.98761381739934,35795335.28888062,24846214.758009933,-34077344.267388105,-44550.03854487291,2484.1771092394665,1810.6199616601348,-6.080818133138205
0.0002441977829444,42165350.38512167,0.1285130956733229,98.00039585801991,63.72827522752523,174.43221854766435,174.4349327250775,0.0044265154088773,-125.00245951979768,35797461.515419304,38578063.0488738,-17044286.511816964,-80366.80480537514,1242.2946093001428,2811.6484182167637,-3.637056787466407
0.0002307492866197,42166029.93370775,0.1284773374437869,97.93655167554846,59.96531873423769,-151.65896999194683,208.3284807223855,-0.0040691435884106,-125.01784776954594,35796456.98628935,41925389.59937225,4577024.059413443,-94528.3009285287,-333.9402373342019,3055.775251947092,-0.2044779185732277
0.0002315053714521,42166275.93027582,0.128548220671227,97.8132968876966,57.82323780746049,-119.31278422808715,240.6640872033652,-0.0113556272516358,-125.02971184016188,35792919.76254494,33986483.93004483,24966177.582600687,-83158.7997895602,-1820.5107497778424,2477.2260571483203,3.290997079815581
0.0002412589265261,42165988.700515896,0.1288055011403755,97.69438356163168,59.04543531436154,-90.33505978882884,269.6372944971994,-0.0154130833467569,-125.03535405891,35787913.64612918,16896515.74227854,38632643.6463309,-49270.9683068184,-2817.2376725342947,1231.355407103235,5.905732516852325
0.0002517070351964,42165433.54991492,0.1291744245362081,97.64609584636608,62.81405728200682,-63.97331266038952,296.000765286503,-0.0151206966403335,-125.03368237016664,35782641.68578297,-4744163.625156288,41893008.56824156,-1966.0380904737103,-3055.337847903679,-346.7006904228695,6.931084344575245
0.0002608484440179,42165027.3042357,0.1294783338787493,97.67684510445348,67.21908417509098,-38.32583071186896,321.655628138638,-0.0105692650048399,-125.02517757289525,35778262.97713646,-25106019.38830628,33865140.38240727,46003.532029553615,-2470.1170371345297,-1831.8560234691936,6.085008784894392
0.0002716192634342,42165090.26264935,0.1295836612638939,97.7155789006409,71.32129058142334,-12.38305302757766,347.61027005393163,-0.0030478506743754,-125.01173081852026,35775766.997046605,-38700609.54613547,16709511.492213354,81661.71864796054,-1218.9143052266152,-2823.57584626457,3.5891727673955693
0.0002846753342293,42165645.25127096,0.1295600744226061,97.65798930032534,75.20694397870491,13.87186077071639,13.87968449335365,0.0052994152919686,-124.99638811979364,35775855.01928602,-41862158.25686893,-4950723.735997977,95308.51658455556,360.9858256490293,-3054.1970602114893,0.1113319819111801
0.000292618488523,42166235.06251353,0.1296767418868985,97.47611007465724,78.46309548456091,40.87901093091618,40.90096222790362,0.0120704530127171,-124.9829725977244,35778770.46293369,-33738552.8523541,-25276629.19594744,83154.5430752359,1843.406886738692,-2461.5227459941925,-3.411821048651274
0.0002880158187236,42166213.67484206,0.1301176763852854,97.28114880866674,79.15813434035991,70.45950216731242,70.4906092277965,0.0153065822987087,-124.9753814227345,35784017.76309047,-16521488.302983766,-38790274.26507445,48382.15698861336,2828.637194338585,-1205.6831502428165,-6.024973942072226
0.0002767073199679,42165567.36155769,0.1307111676829813,97.20761376002382,76.19340901166119,103.5792871360894,103.61010657864313,0.0140871251146278,-124.976277893782,35790172.83882564,5147154.387796767,-41852994.59003884,329.89861501299464,3051.513037410118,374.4472422307384,-7.013719322820764
0.0002665385070962,42165017.47272688,0.1311217115719744,97.25005823532608,71.62600187140495,138.18745840893388,138.2078162798761,0.0088003675098385,-124.98566543198058,35795258.271566704,25429807.64645412,-33643986.77885243,-48014.3531792869,2452.6316944773966,1853.1457906879516,-6.103202001180199
0.0002559682112599,42165072.06715419,0.1312346325179499,97.29157502547366,67.23457131422579,172.6211541923479,172.62492006393305,0.0009983218982936,-125.00061102276284,35797638.65082582,38866225.94690333,-16376982.420530386,-83541.54739915732,1193.6722906183354,2832.608008636842,-3.53542591855018
0.000248060278824,42165535.72396119,0.1312153204432374,97.24301091786056,62.84890100830052,-152.86162304397405,207.12541444291347,-0.0070784621251504,-125.01648656800847,35796707.33537099,41840572.99125121,5298548.627638036,-96586.17733563887,-386.5329890117471,3049.532384050767,-0.0023593952085351
0.0002496573728557,42165936.6264011,0.1313039142653233,97.11168621843534,59.42083654127536,-119.22034677359106,240.7546888857322,-0.0131370902232578,-125.0287356883712,35792940.6086166,33551581.95404564,25547683.944200937,-83546.66704973143,-1862.925086164626,2445.471594673736,3.542572222237925
0.0002589264502773,42166006.07919422,0.1316204263952216,96.9774786689132,58.66387712943308,-88.24780701639932,271.72253577924346,-0.0154605311487949,-125.03418915878228,35787538.07112559,16228546.626895916,38917555.64537156,-47864.81863018528,-2838.0720529126284,1182.6160502839657,6.141348489402865
0.000268090887816,42165749.32648051,0.1320910756719936,96.92440895460844,60.6676707452302,-60.11690849962256,299.8564506410475,-0.013375517939416,-125.0316839741242,35781982.46696153,-5465447.565620929,41804360.484133646,889.1099782566428,-3048.964341015287,-399.3387273104019,7.088891280660918
0.0002722299273188,42165332.47176421,0.1325097192386944,96.97273670066524,64.33084230777432,-33.746001699777665,326.23666405256176,-0.0074427158273574,-125.02210607117269,35777651.83029123,-25686245.50629821,33426409.69882981,49581.34646730431,-2438.2043496192764,-1874.213520036221,6.1234179491345735
0.0002724390688419,42165032.20907272,0.1327034531307477,97.05201992032242,68.61787574228723,-8.029018013874435,351.96661998305854,0.000683410986736,-125.00796934231523,35775520.4738064,-38983128.72930924,16038680.746907167,85045.82076775555,-1170.0413430984236,-2844.193053769121,3.4981994196448927
0.0002733986445639,42165147.99484663,0.1327140826495214,97.04476938422896,73.16499862053945,17.514733941683296,17.524165563892527,0.0086948805798673,-124.99268695901266,35776017.82449045,-41770594.59477615,-5672800.335308138,97634.42164172106,413.6186422735051,-3047.485119135255,-0.0850956223689541
0.0002756319718232,42165681.26622769,0.1328274044388332,96.89647810802954,77.80754821343167,43.10329590638658,43.124883931708034,0.0142645387890182,-124.97984438709686,35779060.12136435,-33297582.363814566,-25855236.412679803,83831.90046775769,1885.5903096508844,-2429.3078226044977,-3.663453209857664
0.0002731303187552,42166117.01531758,0.1333081756528639,96.70289954801108,80.96423285861945,70.22163495979034,70.25109045261853,0.0157182393337276,-124.97266491706782,35784085.70256886,-15849971.367495123,-39069543.11887653,47235.76502867648,2849.021262836634,-1156.6688974233773,-6.269307317966821
0.000265171787917,42165945.615066834,0.1340445067882134,96.62540067230267,80.29033678371583,101.05408367597644,101.083904457101,0.0125592199696255,-124.9733795542962,35789955.30853351,5868400.441592473,-41757752.328327,-2365.966823079885,3044.624156794658,427.0668697247156,-7.190674198332248
0.0002595780833285,42165373.09684736,0.1346359166818326,96.69473781271748,76.16286233476717,135.19435422387764,135.21531114524754,0.005654826512676,-124.98224542571246,35795003.14600359,26006586.684351265,-33199827.35258977,-51599.84973035168,2420.3135120228803,1895.21168849579,-6.167761366079693
0.000258122230302,42165004.8072641,0.1348638147649805,96.78746861463,71.20051265891068,170.1473493930736,170.15240913001173,-0.0030139351904228,-124.9969024607504,35797591.091358654,39143147.53788969,-15703453.463096889,-87121.69989100081,1144.6187910055723,2852.7839371277937,-3.468963869053283
0.0002587234288808,42165095.22199511,0.1348749952612176,96.78306272629278,66.49311380998682,-155.05721247278632,204.93028844572132,-0.010949230520401,-125.0129633357836,35796850.32377657,41743004.97945262,6020069.806185698,-99249.73080082276,-439.1027640398927,3042.3808767220426,0.1805350594195583
0.000263955844766,42165470.928821,0.1349630042861596,96.67199133114376,62.39400485799457,-120.76403247652802,239.20998113667255,-0.0158613751696524,-125.0255849114982,35793029.04289308,33105791.25097994,26122914.7138712,-84603.65097637523,-1904.8542159045223,2412.924719965999,3.7962271907044105
0.0002747450860315,42165843.01585419,0.135302261942701,96.5400257806415,59.98179168997394,-88.1377471341309,271.8307856767651,-0.0163090748136014,-125.031092194075,35787332.72723478,15554515.34543526,39191602.12810632,-47033.74808271519,-2858.081808943342,1133.425930181293,6.400513629154047
0.0002855765356437,42165968.72826149,0.1358385993188974,96.4879539056565,60.06077131633874,-58.0831593334182,301.889058198269,-0.0120972457379808,-125.02804579316104,35781467.9538676,-6186301.122154089,41703260.74357136,3400.8452162875865,-3041.655402401243,-451.9563028058425,7.286155264913593
0.0002885274676474,42165711.1779624,0.1363512927401104,96.55239771899272,62.357139116487,-30.36238834091338,329.6208942812658,-0.0043381135878029,-125.01753361430173,35777077.724326365,-26259693.96246508,32977079.59725376,53128.87933692744,-2405.505166041963,-1916.0905707895813,6.207524220613336
0.0002808686279638,42165182.82841274,0.1366314643354461,96.67307082097402,65.87806647635311,-3.921472946182103,356.07632516455794,0.0048392683709934,-125.0026386551164,35775230.69458962,-39254400.74681909,15361984.218775854,88717.826027789,-1120.7412909621876,-2864.006626033692,3.44813648190306
0.0002689019859504,42164821.92493175,0.1366770014402706,96.72969953500096,69.96685922389477,22.01683231262448,22.02838739534029,0.0128573913124817,-124.98729047268016,35776174.002862014,-41666379.54736743,-6394423.500232558,100496.51667146164,466.2047051180417,-3039.8611609309955,-0.2546840683979844
0.000260386794696,42165065.244844094,0.1367572391860331,96.64453491947138,74.93436781141972,47.218486700434354,47.24039120855591,0.0173911721480336,-124.97507638684417,35779472.64708171,-32846027.44411122,-26427169.314610224,85171.28424590887,1927.2582495292183,-2396.317582181075,-3.907392269042613
0.0002544242607009,42165761.66603337,0.1371986651706946,96.48231893229828,80.18376717450862,72.21403623491018,72.24180032475647,0.0170253155777329,-124.96861673236285,35784350.148392625,-15172890.731423076,-39337723.94390406,46734.83787645855,2868.5600164411617,-1107.233935704838,-6.525732583937995
0.0002479669517555,42166927.28487839,0.1379923774681827,96.41101165748206,87.03621826832213,95.5139859862262,95.54226858001564,0.0117005850372453,-124.9691386298986,35789797.55863904,6588879.082884403,-41649986.271583445,-4568.883222359684,3036.831814890962,479.6484973500597,-7.397235799998106
0.0002438765042456,42166598.89583368,0.1387340685058855,96.50498843176182,84.58127319275538,127.95521269412284,127.97724390263733,0.0028034191099239,-124.97726760558903,35794788.237965815,26576526.02657921,-32745089.21119855,-54954.81738293091,2387.2515242370787,1936.787239263722,-6.274499841740543
0.0002486145883925,42165927.14958,0.1390898415638236,96.65616586379308,79.41285184788033,163.05410317360992,163.0624043923608,-0.0071866858357612,-124.99148775738276,35797818.26550062,39409102.113618426,-15024168.16817272,-90796.3769494446,1095.1933165530868,2872.139460119848,-3.4489206103876344
0.0002580627928668,42165541.18862884,0.1391386965701323,96.71692173684228,74.42192282603746,-161.9327388034951,198.0580928041993,-0.0154148848425903,-125.00810785691884,35797749.29145226,41633583.85780634,6740890.821741853,-102325.0881255569,-491.53192796638575,3034.3015697928004,0.3235982119748081
0.0002681410911962,42165702.44662888,0.1392032172279837,96.65039170844108,69.94394573265077,-127.30501678660248,232.6705475288852,-0.0194871534986329,-125.02229358784102,35794419.675713524,32651080.46185548,26691272.593124304,-86304.06220372423,-1946.1233045802928,2379.644115894988,4.026848624421675
