Eccentricity,Semimajor Axis (m),Inclination (deg),RAAN (deg),Argument of Periapsis (deg),Mean Anomaly (deg),True Anomaly (deg),Latitude (deg),Longitude (deg),Altitude (m),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
0.0002442027432565,42166054.06587532,0.0818039376017488,93.44111569411572,73.5093379943704,71.88924077540283,71.91584049186945,-0.019564477717868,-100.9855972245972,35784718.44660065,-21799730.351304144,-36089845.785511404,34161.2306893657,2631.564665140579,-1590.409030225199,-3.614145828090928
0.0002257339756653,42165019.54152751,0.082048875117962,93.37747867518304,67.51076330894983,108.03424777975158,108.05884202512804,0.0024217046777865,-100.98694933711158,35789831.14201354,-774867.5091474298,-42160847.90189739,4664.654014972952,3073.879663015025,-57.1548003889655,-4.389401733704744
0.00020550568307,42164899.17384197,0.0821951414753483,93.39257985149509,62.73521819304075,142.87906158898383,142.89327061696596,0.0236444907916172,-100.99510571784856,35793672.080848835,20458841.625631053,-36876775.827514686,-26167.72441154104,2688.3282447046927,1491.0227037545328,-3.976433716849578
0.0001803863443114,42165691.009596586,0.0822135857527225,93.39863647086275,58.79470438294085,176.89687756505813,176.89799628776643,0.0384578033207101,-101.0069708069138,35795148.98540029,36184105.89360744,-21663195.33290733,-49986.44233951022,1579.074700999856,2637.480938136656,-2.4861834240191194
0.0001631252263161,42166534.71680134,0.0821865032773345,93.3350040381071,54.12115212654447,-148.2847662220713,211.7054087311924,0.0429406035641744,-101.01887007802584,35794249.31844214,42167827.83475612,-617108.1309319558,-60332.69969958659,44.7199968576908,3073.821923733893,-0.3205376958856988
0.000163084955272,42166690.78249987,0.0822249343853035,93.208691284876,52.49648925066183,-116.4538556280043,243.52941450538245,0.0359380683819938,-101.02796783182882,35791618.124379344,36798442.68839494,20595142.751912992,-54380.876136304585,-1501.8591738678354,2682.5381524586223,1.936455192086867
0.0001729462039879,42166108.23047932,0.0823868504260392,93.08146304013924,56.71688833923759,-90.46647195363238,269.5137105633054,0.019370166703162,-101.03263618643702,35788031.86480247,21519981.43795128,36261205.98658418,-33702.1989119997,-2644.2879831923865,1568.6938718560189,3.67552955546887
0.0001856199786735,42165064.48991523,0.0826334644925167,93.02299319820246,65.54593158230846,-69.15447477541522,290.8256453980358,-0.0022850844124629,-101.03226966276075,35784143.63829466,445506.954471685,42159926.67645449,-3848.2407225876887,-3074.661217654129,31.95711299418573,4.425758279055354
0.0002003560120917,42164714.18532224,0.0828382883941042,93.0487551984248,71.32902348620061,-44.87931717847633,315.1044796364779,-0.0232039957112179,-101.026722392156,35780591.857163526,-20748568.72782528,36699517.40908419,27133.81527224752,-2676.6624114837086,-1513.789730960558,3.980850597944359
0.0002204679425573,42165102.460136846,0.0828987393195131,93.0785326527576,75.32009863110343,-18.816162652049357,341.17568683085096,-0.0377955793437207,-101.01679623846948,35778166.42606492,-36350785.60172768,21348810.6742346,50859.619609144494,-1557.1877114885162,-2651.873349158999,2.455834937397473
