Eccentricity,Semimajor Axis (m),Inclination (deg),RAAN (deg),Argument of Periapsis (deg),Mean Anomaly (deg),True Anomaly (deg),Latitude (deg),Longitude (deg),Altitude (m),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
0.0002577394073168,42165377.44089225,0.101768037429091,104.23000782368652,20.846219710356728,-50.24007079413776,309.73722024102943,-0.0157142238403409,94.96152378302064,35780291.43221701,11043902.99872524,40686164.00753874,-36778.329268834175,-2967.8888723047507,804.9803182787094,4.75831860229976
0.0002603785200257,42164775.24763159,0.1019408957706123,104.20399843258774,26.779698974010167,-26.06377203228418,333.9231145341866,-0.0293401280592787,94.97275284157448,35776776.48649891,-10844253.092302008,40736211.220564246,919.98418759555,-2971.762347945518,-791.4673926486387,5.471266460338556
0.0002714380597292,42164994.71258173,0.1020379197330919,104.21638068220128,31.8258395989843,-1.03800664546065,358.96142968512663,-0.0349823303899766,94.98746066397726,35775414.415373154,-29808927.649859056,29805171.56668889,38425.30345428858,-2174.5285501747694,-2174.8300470553927,4.705205391897056
0.0002895418278431,42165922.01996668,0.1020086091543804,104.19310311969168,36.37914874812135,24.51479647210259,24.528567930921938,-0.0311773959979025,95.00250090648365,35776677.409505025,-40737502.75572059,10838816.607557015,65583.09848386617,-791.1001186742737,-2971.9147163406783,2.66281502558636
0.0003019389913803,42166747.60642489,0.1019596121948357,104.06425171924722,39.67529080975062,51.42795470623427,51.45501194343271,-0.0190419905287619,95.01410183605768,35780674.713823184,-40684934.32499699,-11049701.247217989,75008.27208727514,805.2868444699803,-2967.832316582218,-0.1066562590234816
0.0003007355581516,42166597.61226422,0.1020671134674723,103.86487578187528,39.22743476641429,82.15465372908176,82.18879467745934,-0.0019389650983027,95.01851416894624,35786733.40368549,-29668373.082368724,-29960971.709947385,64101.47146924534,2184.1329183834137,-2164.0979844553003,-2.853649820128103
0.00029575554473,42165616.98841381,0.1023434842400497,103.71613323275064,34.61810405720342,116.99384814287627,117.0240419080831,0.0154800684217144,95.01354915655752,35793143.310871795,-10659769.789232496,-40801775.82948118,35778.87844670679,2974.1520091558564,-777.8609804231633,-4.831574256986945
0.0002916956245972,42164912.45132243,0.1026103378025877,103.67711569162032,29.221807160065147,152.51271047963988,152.5281332558605,0.0285534357037359,95.0001911097514,35797687.110704824,11219245.952219894,-40656225.27871594,-2306.5609592039946,2963.1920106631787,817.2756559230684,-5.502351618597266
0.0002809938430259,42165177.12252109,0.1027212842996517,103.69148563349248,24.460456444765796,-172.65621297994807,187.3396726265309,0.0338406837855989,94.98261926746704,35798791.14963126,30078351.457651854,-29566610.44779812,-39846.32606422968,2154.669539797297,2192.1264707486826,-4.683411141537345
0.0002870391370568,42165065.1611159,0.1026928331113661,103.6692857810935,27.49785247293606,-145.59192881644157,214.3894898186365,0.0300070818950084,94.9655026845394,35796914.680971324,40842035.488836445,-10519442.741112012,-66673.41500193944,766.216256842299,2976.871344210947,-2.595293981125389
0.0002839009437342,42165659.70202886,0.102657301862402,103.5713007450901,24.43407096448686,-112.34841730967707,247.6214976682975,0.0181576893051742,94.9536100656386,35792077.38914441,40611383.52287014,11359436.97279907,-75508.04663042267,-828.8987427443743,2960.419811498759,0.199017363815497
0.0002893524204005,42165562.40066769,0.1027405566913135,103.42687471757796,24.912754710568628,-82.6014576041017,277.3656595747371,0.001534965115986,94.9498913847653,35785857.78303747,29445136.975449704,30179169.61153417,-63922.750081126185,-2201.369077427792,2146.599845815038,2.94571800234528
0.0002939913008183,42164952.79487941,0.1029743468840124,103.30760639643113,28.44539668967611,-55.93263509780508,304.0394519441999,-0.0153507685128865,94.95491868959964,35779874.39217209,10347022.80141844,40868518.6703638,-35003.57815116099,-2981.258090439603,754.0214416745297,4.902244421803696
0.0002961000918362,42164356.36875016,0.1032644212657153,103.27059779890386,32.97436892077834,-30.34086704260638,329.6419876794615,-0.0279401801853592,94.96728318053032,35775445.432025604,-11539128.474675518,40543470.663518,3468.0527809837463,-2957.8376824733496,-842.3127912696511,5.53705761288897
0.0003006418427618,42164253.3401089,0.1034515342776816,103.29979188172548,37.29979247517655,-4.6108477122535,355.3863818139461,-0.0328663457991231,94.98416427966328,35773481.05767349,-30314127.512755983,29288408.767622184,41100.96613913175,-2136.9606436092463,-2211.913393009313,4.673702897568797
